host,provider,role,region,model,currency,unit,price_low,price_high,value_basis,value_published,rate_hourly_usd,normalization_basis,hours_per_month_used,hours_source,confidence_tier,strict_pass,dual_agreement,verify_verdict,verify_reasons,scope_verdict,country,country_source,evidence_quote,evidence_page,source_url,capture_date
digitalapplied.com,Digital Applied,CMO,EU,Monthly,EUR,per_month,4000,,published,4000,142.95,published(4000) EUR | per_month / 32.5h (default_after_rejected_reading: declared hours rejected: 'units' is never defined on the page; not hours) | FX EUR 1.1615 USD @2026-09-03 | = 142.95 USD/h,32.5,default_after_rejected_reading,low,false,disagree:1offers,REJECT,not_own_price,include,,,"€4,000 / month",https://www.digitalapplied.com/services,https://www.digitalapplied.com/,2026-08-31
growthahoy.com,Growth Ahoy,CMO,EU,Monthly,EUR,per_month,2700,,published,2700,96.49,published(2700) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 96.49 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,"From €2,700 /month (+VAT)",https://www.growthahoy.com/pricing,https://www.growthahoy.com/pricing,2026-09-01
growthahoy.com,Growth Ahoy,CMO,EU,Monthly,EUR,per_month,1400,,published,1400,50.03,published(1400) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 50.03 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,"From €1,400 /month (+VAT)",https://www.growthahoy.com/pricing,https://www.growthahoy.com/pricing,2026-09-01
growthahoy.com,Growth Ahoy,CMO,EU,Monthly,EUR,per_month,2300,,published,2300,82.20,published(2300) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 82.20 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,"From €2,300 /month (+VAT)",https://www.growthahoy.com/pricing,https://www.growthahoy.com/pricing,2026-09-01
o-cmo.com,O-CMO,CMO,EU,Monthly,EUR,per_month,3000,,published,3000,107.22,published(3000) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 107.22 USD/h,32.5,default,low,false,disagree:3offers,REJECT,not_own_price,include,,,"Essential €3,000 per month",https://o-cmo.com/pricing/,https://o-cmo.com/pricing/,2026-09-01
o-cmo.com,O-CMO,CMO,EU,Monthly,EUR,per_month,4000,,published,4000,142.95,published(4000) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 142.95 USD/h,32.5,default,low,false,disagree:3offers,REJECT,not_own_price,include,,,"Professional €4,000 per month",https://o-cmo.com/pricing/,https://o-cmo.com/pricing/,2026-09-01
o-cmo.com,O-CMO,CMO,EU,Monthly,EUR,per_month,5000,,published,5000,178.69,published(5000) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 178.69 USD/h,32.5,default,low,false,disagree:3offers,REJECT,not_own_price,include,,,"Executive €5,000 per month",https://o-cmo.com/pricing/,https://o-cmo.com/pricing/,2026-09-01
o-cmo.com,O-CMO,CMO,EU,Monthly,EUR,per_month,7000,,published,7000,250.17,published(7000) EUR | per_month / 32.5h (default: no hours published) | FX EUR 1.1615 USD @2026-09-03 | = 250.17 USD/h,32.5,default,low,false,disagree:3offers,REJECT,not_own_price,include,,,"Enterprise €7,000+ per month",https://o-cmo.com/pricing/,https://o-cmo.com/pricing/,2026-09-01
mccrackenmarketing.co.uk,McCracken Marketing,CMO,UK,Day,GBP,per_day,500,,published,500,84.36,published(500) GBP | per_day / 8h (declared 8-hour day) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 84.36 USD/h,,,low,false,disagree:1offers,REJECT,not_own_price,include,GB,cctld,Project and day rate work also available from £500 per day,https://mccrackenmarketing.co.uk/,https://mccrackenmarketing.co.uk/,2026-09-01
mccrackenmarketing.co.uk,McCracken Marketing,CMO,UK,Monthly,GBP,per_month,1500,,published,1500,62.29,published(1500) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 62.29 USD/h,32.5,default,low,false,disagree:1offers,REJECT,not_own_price,include,GB,cctld,"from £1,500 per month for strategic advisory input || to £3,000 - £6,000 per month for embedded fractional leadership",https://mccrackenmarketing.co.uk/,https://mccrackenmarketing.co.uk/,2026-09-01
shanjay.com,Shanjay,CMO,UK,Monthly,GBP,per_month,1000,,published,1000,41.53,published(1000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 41.53 USD/h,32.5,default,high,true,agree,PASS,,include,,,Retainers start at £1k per month || to a maximum of £15k a month on the upper end,https://www.shanjay.com/rates,https://www.shanjay.com/rates,2026-09-01
shanjay.com,Shanjay,CMO,UK,Monthly,GBP,per_month,,15000,published,15000,622.95,published(15000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 622.95 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,Usually to a maximum of £15k a month on the upper end,https://www.shanjay.com/rates,https://www.shanjay.com/rates,2026-09-01
flexexec.io,FlexExec,CMO,US,Hourly,USD,per_hour,275,500,midpoint,387.5,387.50,"midpoint(275,500)=387.5 USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 387.50 USD/h",,,high,true,agree,PASS,,include,,,$275 - $500/hr,https://flexexec.io/fractional-cmo/,https://flexexec.io/fractional-cmo/,2026-09-01
haloeffectmarketing.com,Halo Effect Marketing,CMO,US,Hourly,USD,per_hour,200,,published,200,200.00,published(200) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 200.00 USD/h,,,low,false,disagree:6offers,REJECT,not_own_price,include,,,$200/hr,https://www.haloeffectmarketing.com/pricing,https://www.haloeffectmarketing.com/pricing,2026-09-01
whtnxt.io,Whtnxt,CMO,US,Hourly,USD,per_hour,275,,published,275,275.00,published(275) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 275.00 USD/h,,,medium,true,single,REJECT,not_own_price,include,,,$275 /hour On-demand expertise for specific challenges. Perfect for teams who need guidance without a long-term commitment. Book hours as needed Strategy and troubleshooting Campaign reviews Team training sessions,https://whtnxt.io/pricing,https://whtnxt.io/pricing/,2026-09-01
yanivgoldenberg.com,Yaniv Goldenberg,CMO,US,Hourly,USD,per_hour,300,300,published,300,300.00,published(300) USD | per_hour as captured | FX USD 1 USD @2026-09-03 | = 300.00 USD/h,,,high,true,agree,PASS,,include,,,Hourly work is available at $300/hr for scoped one-off sessions.,https://yanivgoldenberg.com/pricing/,https://yanivgoldenberg.com/fractional-cmo-cost/,2026-09-01
aaronzakowski.com,Aaron Zakowski,CMO,US,Monthly,USD,per_month,2500,,published,2500,76.92,published(2500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 76.92 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,$2500/month Weekly Strategy Calls Unlimited Slack or Email correspondence (within reason),https://aaronzakowski.com/pricing/,https://aaronzakowski.com/pricing/,2026-08-31
aaronzakowski.com,Aaron Zakowski,CMO,US,Monthly,USD,per_month,7000,,published,7000,280.00,published(7000) USD | per_month / 25h (declared: declared:hours_per_month 25) | FX USD 1 USD @2026-09-03 | = 280.00 USD/h,25,declared,medium,true,single,REJECT,not_own_price,include,,,$7000/month About 25 hours per month inside your business to accomplish the following,https://aaronzakowski.com/pricing/,https://aaronzakowski.com/pricing/,2026-08-31
accretive.marketing,Accretive Marketing,CMO,US,Monthly,USD,per_month,5000,,published,5000,153.85,published(5000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 153.85 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$5,000+ / month",https://accretive.marketing/,https://accretive.marketing/,2026-08-31
accretive.marketing,Accretive Marketing,CMO,US,Monthly,USD,per_month,500,,published,500,15.38,published(500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 15.38 USD/h,32.5,default,high,true,agree,PASS,,include,,,$500 / month,https://accretive.marketing/,https://accretive.marketing/,2026-08-31
bubblegummarketing.com,Bubblegum Marketing,CMO,US,Monthly,USD,per_month,5500,,published,5500,169.23,published(5500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 169.23 USD/h,32.5,default,low,false,disagree:3offers,REJECT,not_own_price,include,,,"$5,500 /mo billed monthly",https://bubblegummarketing.com/pricing/,https://bubblegummarketing.com/,2026-08-31
bubblegummarketing.com,Bubblegum Marketing,CMO,US,Monthly,USD,per_month,8500,,published,8500,261.54,published(8500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 261.54 USD/h,32.5,default,low,false,disagree:3offers,REJECT,not_own_price,include,,,"$8,500 /mo billed monthly",https://bubblegummarketing.com/pricing/,https://bubblegummarketing.com/,2026-08-31
bubblegummarketing.com,Bubblegum Marketing,CMO,US,Monthly,USD,per_month,14500,,published,14500,446.15,published(14500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 446.15 USD/h,32.5,default,low,false,disagree:3offers,REJECT,not_own_price,include,,,"$14,500 /mo billed monthly",https://bubblegummarketing.com/pricing/,https://bubblegummarketing.com/,2026-08-31
bubblegummarketing.com,Bubblegum Marketing,CMO,US,Monthly,USD,per_month,725,,published,725,22.31,published(725) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 22.31 USD/h,32.5,default,low,false,disagree:3offers,REJECT,not_own_price,include,,,ASK ME ABOUT $725/MO fractional cmo boardroom,https://bubblegummarketing.com/pricing/,https://bubblegummarketing.com/,2026-08-31
contineofy.com,Contineofy,CMO,US,Monthly,USD,per_month,3500,,published,3500,175.00,published(3500) USD | per_month / 20h (declared: declared:hours_per_month 20) | FX USD 1 USD @2026-09-03 | = 175.00 USD/h,20,declared,high,true,agree,PASS,,include,,,"$3,500/mo",https://contineofy.com/pricing,https://contineofy.com/pricing,2026-08-31
contineofy.com,Contineofy,CMO,US,Monthly,USD,per_month,6000,,published,6000,150.00,published(6000) USD | per_month / 40h (declared: declared:hours_per_month 40) | FX USD 1 USD @2026-09-03 | = 150.00 USD/h,40,declared,high,true,agree,PASS,,include,,,"$6,000/mo",https://contineofy.com/pricing,https://contineofy.com/pricing,2026-08-31
contineofy.com,Contineofy,CMO,US,Monthly,USD,per_month,10800,,published,10800,135.00,published(10800) USD | per_month / 80h (declared: declared:hours_per_month 80) | FX USD 1 USD @2026-09-03 | = 135.00 USD/h,80,declared,high,true,agree,PASS,,include,,,"$10,800/mo",https://contineofy.com/pricing,https://contineofy.com/pricing,2026-08-31
contineofy.com,Contineofy,CMO,US,Monthly,USD,per_month,15000,,published,15000,125.00,published(15000) USD | per_month / 120h (declared: declared:hours_per_month 120) | FX USD 1 USD @2026-09-03 | = 125.00 USD/h,120,declared,high,true,agree,PASS,,include,,,"$15,000/mo",https://contineofy.com/pricing,https://contineofy.com/pricing,2026-08-31
contineofy.com,Contineofy,CMO,US,Monthly,USD,per_month,12000,,published,12000,369.23,published(12000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 369.23 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Starting At $12,000/mo",https://contineofy.com/pricing,https://contineofy.com/pricing,2026-08-31
dnaleads.com,DNA Leads,CMO,US,Monthly,USD,per_month,3500,,published,3500,107.69,published(3500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 107.69 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$3,500* per month*",https://dnaleads.com/pricing-plans/,https://dnaleads.com/pricing-plans/,2026-08-31
dnaleads.com,DNA Leads,CMO,US,Monthly,USD,per_month,5500,,published,5500,169.23,published(5500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 169.23 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$5,500* per month*",https://dnaleads.com/pricing-plans/,https://dnaleads.com/pricing-plans/,2026-08-31
dnaleads.com,DNA Leads,CMO,US,Monthly,USD,per_month,8500,,published,8500,261.54,published(8500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 261.54 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$8,500* per month*",https://dnaleads.com/pricing-plans/,https://dnaleads.com/pricing-plans/,2026-08-31
erikalpurcell.com,Erika L Purcell,CMO,US,Monthly,USD,per_month,10000,,published,10000,230.77,published(10000) USD | per_month / 43.33h (declared: declared:hours_per_week 10) | FX USD 1 USD @2026-09-03 | = 230.77 USD/h,43.33,declared,high,true,agree,PASS,,include,,,"Starting at $10,000/month",https://www.erikalpurcell.com/pricing,https://www.erikalpurcell.com/pricing,2026-08-31
erikalpurcell.com,Erika L Purcell,CMO,US,Monthly,USD,per_month,3000,,published,3000,92.31,published(3000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 92.31 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Starting at $3,000/month",https://www.erikalpurcell.com/pricing,https://www.erikalpurcell.com/pricing,2026-08-31
fractionalcmopartners.com,Fractional CMO Partners,CMO,US,Monthly,USD,per_month,2500,,published,2500,312.50,published(2500) USD | per_month / 8h (declared: declared:hours_per_month 8) | FX USD 1 USD @2026-09-03 | = 312.50 USD/h,8,declared,low,false,disagree:1offers,REJECT,not_own_price,include,,,$2.5k /month,https://www.fractionalcmopartners.com/,https://www.fractionalcmopartners.com/,2026-09-01
geisheker.com,The Geisheker Group,CMO,US,Monthly,USD,per_month,1000,,published,1000,30.77,published(1000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 30.77 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Starting at $1,000/month",https://www.geisheker.com/fractional-cmo-pricing/,https://www.geisheker.com/fractional-cmo-pricing/,2026-09-01
geisheker.com,The Geisheker Group,CMO,US,Monthly,USD,per_month,10000,,published,10000,307.69,published(10000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 307.69 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Starting at $10,000/month",https://www.geisheker.com/fractional-cmo-pricing/,https://www.geisheker.com/fractional-cmo-pricing/,2026-09-01
graystoneconsulting.co,Graystone Consulting,CMO,US,Monthly,USD,per_month,10000,,published,10000,307.69,published(10000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 307.69 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$10,000/mo || $20,000/mo",https://graystoneconsulting.co/services,https://graystoneconsulting.co/,2026-09-01
graystoneconsulting.co,Graystone Consulting,CMO,US,Monthly,USD,per_month,3000,8000,midpoint,5500,169.23,"midpoint(3000,8000)=5500 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 169.23 USD/h",32.5,default,high,true,agree,PASS,,include,,,$3K / $6K / $8K monthly,https://graystoneconsulting.co/services,https://graystoneconsulting.co/,2026-09-01
graystoneconsulting.co,Graystone Consulting,CMO,US,Monthly,USD,per_month,3500,8000,midpoint,5750,176.92,"midpoint(3500,8000)=5750 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 176.92 USD/h",32.5,default,high,true,agree,PASS,,include,,,"$3,500 / $5,500 / $8,000 monthly",https://graystoneconsulting.co/services,https://graystoneconsulting.co/,2026-09-01
growthpathconsulting.io,Growth Path,CMO,US,Monthly,USD,per_month,6000,,published,6000,184.62,published(6000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 184.62 USD/h,32.5,default,medium,false,agree,REJECT,not_own_price,include,,,"$6,000 per month",https://www.growthpathconsulting.io/pricing,https://www.growthpathconsulting.io/,2026-09-01
growthpathconsulting.io,Growth Path,CMO,US,Monthly,USD,per_month,15000,,published,15000,461.54,published(15000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 461.54 USD/h,32.5,default,medium,false,agree,REJECT,not_own_price,include,,,"$15,000 per month",https://www.growthpathconsulting.io/pricing,https://www.growthpathconsulting.io/,2026-09-01
internalprofits.com,Internal Profits,CMO,US,Monthly,USD,per_month,12000,,published,12000,369.23,published(12000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 369.23 USD/h,32.5,default,medium,false,agree,REJECT,not_own_price,include,,,"$12,000 +/mo + Custom setup fee",https://internalprofits.com/,https://internalprofits.com/,2026-09-01
madelynvictoriaco.com,Madelyn Victoria Co,CMO,US,Monthly,USD,per_month,3000,,published,3000,92.31,published(3000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 92.31 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$3,000/month",https://madelynvictoriaco.com/fractional-cmo,https://madelynvictoriaco.com/fractional-cmo,2026-09-01
madelynvictoriaco.com,Madelyn Victoria Co,CMO,US,Monthly,USD,per_month,4500,,published,4500,138.46,published(4500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 138.46 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$4,500/month",https://madelynvictoriaco.com/fractional-cmo,https://madelynvictoriaco.com/fractional-cmo,2026-09-01
markcmo.com,MarkCMO,CMO,US,Monthly,USD,per_month,8000,,published,8000,246.15,published(8000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 246.15 USD/h,32.5,default,low,false,disagree:4offers,REJECT,not_own_price,include,,,"$8K || $8,000 to $20,000 per month",https://markcmo.com/,https://markcmo.com/,2026-09-01
mayple.com,Mayple,CMO,US,Monthly,USD,per_month,5350,,published,5350,164.62,published(5350) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 164.62 USD/h,32.5,default,low,false,disagree:8offers,REJECT,not_own_price,include,,,"$5,350/mo",https://www.mayple.com/pricing/cmo-as-a-service,https://www.mayple.com/pricing/cmo-as-a-service,2026-09-01
mayple.com,Mayple,CMO,US,Monthly,USD,per_month,2850,,published,2850,87.69,published(2850) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 87.69 USD/h,32.5,default,low,false,disagree:8offers,REJECT,not_own_price,include,,,"$2,850/mo",https://www.mayple.com/pricing/cmo-as-a-service,https://www.mayple.com/pricing/cmo-as-a-service,2026-09-01
misnomer.co,Misnomer,CMO,US,Monthly,USD,per_month,10000,,published,10000,184.62,published(10000) USD | per_month / 54.17h (declared: declared:hours_per_week 10-15 midpoint 12.5) | FX USD 1 USD @2026-09-03 | = 184.62 USD/h,54.17,declared,high,true,agree,PASS,,include,,,"From $10,000 / month",https://misnomer.co/pricing/,https://misnomer.co/pricing/,2026-09-01
misnomer.co,Misnomer,CMO,US,Monthly,USD,per_month,16000,,published,16000,180.11,published(16000) USD | per_month / 88.83h (declared: declared:hours_per_week 16-25 midpoint 20.5) | FX USD 1 USD @2026-09-03 | = 180.11 USD/h,88.83,declared,high,true,agree,PASS,,include,,,"From $16,000 / month",https://misnomer.co/pricing/,https://misnomer.co/pricing/,2026-09-01
misnomer.co,Misnomer,CMO,US,Monthly,USD,per_month,26000,,published,26000,240.00,published(26000) USD | per_month / 108.33h (declared: declared:hours_per_week 25+ (read at floor)) | FX USD 1 USD @2026-09-03 | = 240.00 USD/h,108.33,declared,high,true,agree,PASS,,include,,,"From $26,000 / month",https://misnomer.co/pricing/,https://misnomer.co/pricing/,2026-09-01
misnomer.co,Misnomer,CMO,US,Monthly,USD,per_month,6000,,published,6000,184.62,published(6000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 184.62 USD/h,32.5,default,high,true,agree,PASS,,include,,,"From $6,000 / month, by tier",https://misnomer.co/services/,https://misnomer.co/pricing/,2026-09-01
nogood.io,NoGood,CMO,US,Monthly,USD,per_month,20000,,published,20000,615.38,published(20000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 615.38 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Our average retainer is above $20,000/month",https://nogood.io/,https://nogood.io/,2026-09-01
orr-consulting.com,Orr Consulting,CMO,US,Monthly,USD,per_month,15000,,published,15000,461.54,published(15000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 461.54 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Starting at $15,000/month",https://www.orr-consulting.com/,https://www.orr-consulting.com/,2026-09-01
rankedcmo.com,RankedCMO,CMO,US,Monthly,USD,per_month,5000,15000,midpoint,10000,153.85,"midpoint(5000,15000)=10000 USD | per_month / 65h (declared: declared:hours_per_week 10-20 midpoint 15) | FX USD 1 USD @2026-09-03 | = 153.85 USD/h",65,declared,high,true,agree,PASS,,include,,,"$5,000-$15,000 per month",https://rankedcmo.com/,https://rankedcmo.com/,2026-09-01
refinelabs.com,Refine Labs,CMO,US,Monthly,USD,per_month,14000,,published,14000,430.77,published(14000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 430.77 USD/h,32.5,default,low,false,disagree:6offers,REJECT,not_own_price,include,,,"Starting at $14,000 /mo",https://www.refinelabs.com/pricing,https://www.refinelabs.com/,2026-09-01
refinelabs.com,Refine Labs,CMO,US,Monthly,USD,per_month,5000,,published,5000,153.85,published(5000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 153.85 USD/h,32.5,default,low,false,disagree:6offers,REJECT,not_own_price,include,,,"Starting at $5,000 /mo",https://www.refinelabs.com/pricing,https://www.refinelabs.com/,2026-09-01
revealcmo.com,Reveal Consulting,CMO,US,Monthly,USD,per_month,7500,12000,midpoint,9750,300.00,"midpoint(7500,12000)=9750 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 300.00 USD/h",32.5,default,high,true,agree,PASS,,include,,,"$7,500â$12,000/mo",https://revealcmo.com/,https://revealcmo.com/,2026-09-01
shashankshalabh.com,Shashank Shalabh,CMO,US,Monthly,USD,per_month,10000,,published,10000,555.56,published(10000) USD | per_month / 18h (declared: declared:hours_per_month 16-20 midpoint 18) | FX USD 1 USD @2026-09-03 | = 555.56 USD/h,18,declared,high,true,agree,PASS,,include,,,"$10K || Fractional CMO engagements typically range from $10,000-$15,000 per month",https://shashankshalabh.com/,https://shashankshalabh.com/,2026-09-01
simonfractional.com,Simon Fractional,CMO,US,Monthly,USD,per_month,5000,,published,5000,153.85,published(5000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 153.85 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$5,000/ month",https://simonfractional.com/pricing/,https://simonfractional.com/pricing/,2026-09-02
simonfractional.com,Simon Fractional,CMO,US,Monthly,USD,per_month,7500,,published,7500,230.77,published(7500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 230.77 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$7,500/ month",https://simonfractional.com/pricing/,https://simonfractional.com/pricing/,2026-09-02
stranded.me,Stranded,CMO,US,Monthly,USD,per_month,2500,,published,2500,76.92,published(2500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 76.92 USD/h,32.5,default,low,false,disagree:15offers,REJECT,not_own_price,include,,,"$2,500 /mo",https://www.stranded.me/pricing,https://www.stranded.me/,2026-09-01
stranded.me,Stranded,CMO,US,Monthly,USD,per_month,3500,,published,3500,107.69,published(3500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 107.69 USD/h,32.5,default,low,false,disagree:15offers,REJECT,not_own_price,include,,,"$3,500 /mo",https://www.stranded.me/pricing,https://www.stranded.me/,2026-09-01
stranded.me,Stranded,CMO,US,Monthly,USD,per_month,695,,published,695,21.38,published(695) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 21.38 USD/h,32.5,default,low,false,disagree:15offers,REJECT,not_own_price,include,,,$695 /mo,https://www.stranded.me/pricing,https://www.stranded.me/,2026-09-01
stranded.me,Stranded,CMO,US,Monthly,USD,per_month,1250,,published,1250,38.46,published(1250) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 38.46 USD/h,32.5,default,low,false,disagree:15offers,REJECT,not_own_price,include,,,"$1,250 /mo",https://www.stranded.me/pricing,https://www.stranded.me/,2026-09-01
stranded.me,Stranded,CMO,US,Monthly,USD,per_month,1750,,published,1750,53.85,published(1750) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 53.85 USD/h,32.5,default,low,false,disagree:15offers,REJECT,not_own_price,include,,,"$1,750 /mo",https://www.stranded.me/pricing,https://www.stranded.me/,2026-09-01
stranded.me,Stranded,CMO,US,Monthly,USD,per_month,2300,,published,2300,70.77,published(2300) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 70.77 USD/h,32.5,default,low,false,disagree:15offers,REJECT,not_own_price,include,,,"$2,300 /mo",https://www.stranded.me/pricing,https://www.stranded.me/,2026-09-01
stranded.me,Stranded,CMO,US,Monthly,USD,per_month,4600,,published,4600,141.54,published(4600) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 141.54 USD/h,32.5,default,low,false,disagree:15offers,REJECT,not_own_price,include,,,"$4,600 /mo",https://www.stranded.me/pricing,https://www.stranded.me/,2026-09-01
whtnxt.io,Whtnxt,CMO,US,Monthly,USD,per_month,1500,2750,midpoint,2125,65.38,"midpoint(1500,2750)=2125 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 65.38 USD/h",32.5,default,low,false,disagree:10offers,REJECT,not_own_price,include,,,"$1,500 -2,750/mo",https://whtnxt.io/pricing/,https://whtnxt.io/pricing/,2026-09-01
whtnxt.io,Whtnxt,CMO,US,Monthly,USD,per_month,6500,6500,published,6500,200.00,published(6500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 200.00 USD/h,32.5,default,low,false,disagree:10offers,REJECT,not_own_price,include,,,"$6,500 /month",https://whtnxt.io/pricing/,https://whtnxt.io/pricing/,2026-09-01
whtnxt.io,Whtnxt,CMO,US,Monthly,USD,per_month,5500,6500,midpoint,6000,184.62,"midpoint(5500,6500)=6000 USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 184.62 USD/h",32.5,default,low,false,disagree:10offers,REJECT,not_own_price,include,,,"$5,500 -6,500/mo",https://whtnxt.io/pricing/,https://whtnxt.io/pricing/,2026-09-01
whtnxt.io,Whtnxt,CMO,US,Monthly,USD,per_month,3500,3500,published,3500,107.69,published(3500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 107.69 USD/h,32.5,default,low,false,disagree:10offers,REJECT,not_own_price,include,,,"$3,500 /month",https://whtnxt.io/pricing/,https://whtnxt.io/pricing/,2026-09-01
wildfigcmo.com,Wild Fig CMO,CMO,US,Monthly,USD,per_month,10000,,published,10000,307.69,published(10000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 307.69 USD/h,32.5,default,high,true,agree,PASS,,include,,,"Investment: Starting at $10,000/month",https://www.wildfigcmo.com/services,https://www.wildfigcmo.com/,2026-09-01
yanivgoldenberg.com,Yaniv Goldenberg,CMO,US,Monthly,USD,per_month,12000,,published,12000,369.23,published(12000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 369.23 USD/h,32.5,default,high,true,agree,PASS,,include,,,"AI Premium $12,000 per month",https://yanivgoldenberg.com/pricing/,https://yanivgoldenberg.com/fractional-cmo-cost/,2026-09-01
